,Unnamed: 0.1,Unnamed: 0,User,Date Created,Number of Likes,Number of Retweets,Number of Replies,Number of Quotes,Number of Views,Tweet,class
506,506,11,Grandpooba26,2023-02-28 22:23:23+00:00,204,15,7,1,7311.0,Me when she says she only likes white boys https://t.co/jtgdk2C9w9,2
510,510,15,hexprax,2023-02-28 23:22:11+00:00,94,5,0,0,4507.0,I think the US Treasury should print “I may be a white boy but I’m not stupid” on a commemorative coin,0
512,512,17,the_mayor77,2023-02-28 19:50:25+00:00,615,13,1,0,7658.0,"@ObamaEraCons “GAME OVER, WHITE BOY!” https://t.co/hhptAG0aEc",2
513,513,18,billrm81_myers,2023-02-28 19:20:43+00:00,342,3,1,0,5608.0,"@ObamaEraCons LOL'd publically at ""game over, white boy,"" hope no one asks me what's so funny",2
516,516,21,NEWSMAX,2023-02-28 21:20:00+00:00,88,40,53,3,27563.0,"As the White House celebrated Black History Month, President Joe Biden told the Divine Nine, ""I may be a white boy, but I'm not stupid."" 

NEWSMAX Chief White House Correspondent @JamesRosenTV reports.

MORE: https://t.co/lZLNRU0O80 https://t.co/YTg9b1uubl",0
517,517,22,Shroobism,2023-02-28 19:33:23+00:00,364,3,0,0,5415.0,"@ObamaEraCons Game over, white boy https://t.co/kn8RJX4DrU",2
519,519,24,larryelder,2023-02-28 23:39:45+00:00,200,25,19,2,22020.0,"At 6:00pm PT on @seanhannity, @RonnyJacksonTX; @TheLeoTerrell and I discuss:

BIDEN: “I MAY BE A WHITE BOY, BUT I'M NOT STUPID” AT BLACK HISTORY MONTH EVENT;

BIDEN: ""I WANNA MAKE IT CLEAR: I'M GONNA RAISE SOME TAXES""; and

BIDEN MALFUNCTIONS AS READS HIS GIANT TELEPROMPTER",0
520,520,25,arne__ness,2023-02-28 21:04:30+00:00,232,3,7,4,11265.0,"ingredients every white boy should have on hand when he's tryna cook on the tl:

-capital vol i
-zizek's 'the sublime object of ideolology'
-SEP page for lacan (lectures too hard don't bother)
-tiqqun's 'this is not a program'/TIC's 'the coming insurrection'
-SEP page for hegel",2
526,526,31,VaushV,2023-02-28 18:57:47+00:00,1375,14,23,1,39683.0,"@XanderhalTV I’ll be waiting at the city border with a cowboy hat and six shooter, there’s only room for one white boy in this town",0
527,527,32,GathererSkull,2023-02-28 23:35:39+00:00,473,12,6,3,12053.0,"The primary reason I made it as far as I have, is because I wanted to be better than the surroundings I grew up

That's it

I wanted nothing more to leave that shit hole city behind me, and be something better than a poor white boy",1
528,528,33,jetskitosway,2023-02-28 22:17:58+00:00,55,0,15,5,4899.0,I love music like duster and beach house etc but I think alex g sounds like generic boring white-boy-strumming-acoustic-guitar indie rock and I’ve never been able to get into him. just wanted to share this to piss people off 👍,2
531,531,36,PrintPaintShoot,2023-02-28 19:33:45+00:00,55,0,2,3,2186.0,"Seriously first step in training with any form of violent craft is learning how to avoid getting into that situation in the first place

If some queer white boy like me can have 7 years combined in these neighborhoods without ever having to fire a weapon you can figure it out https://t.co/q4o0dNfotb",0
540,540,45,GeekGuy4225,2023-02-28 20:43:14+00:00,52,0,0,0,531.0,@GalenMetzger1 He's just a white boy trying to defend our 3 genders,2
544,544,49,sammydepressoyt,2023-02-28 23:52:05+00:00,83,0,1,0,2304.0,@TestOfTempest It would be funny. But we all know he a cis white boy,2
552,552,57,macaframa9901,2023-02-28 20:50:06+00:00,106,2,4,0,11228.0,@LarryTaunton @POTUS He’s just a “white boy” https://t.co/ypS5dsAsiP,2
561,561,66,MalcolmNance,2023-02-28 22:37:49+00:00,1097,86,71,7,110937.0,"Hey @jacksonhinklle. Let’s get to business. I’ll sell you the VDV blue &amp; white striped tank top under that shredded shirt so when you meet Putin you can feel like a REAL BOY! All puppets want that, right?",0
565,565,70,M4D3M__,2023-02-28 22:45:31+00:00,174,2,1,0,2502.0,"@MSGuntank @THELIFE0FTRIBE For anyone wondering, the white boy (who's actually Japanese) has just killed a dinosaur chasing these guys with a high tech gun and they're obviously rather happy about it",0
567,567,72,rico_rants,2023-02-28 23:53:58+00:00,118,24,4,3,3922.0,"Today's the last day of black history month so I'll end it with this:

I understand why white conservatives don't want black history or sociopolitical/economic analysis of America's history (largely pertaining to black people) taught. Because the more you learn...hoo boy...",0
575,575,80,jennycohn1,2023-02-28 20:39:36+00:00,346,109,4,5,12754.0,"IMO, it appears that the Proud Boys were laundered through Latinos for Trump. Tarrio’s involvement w/ the latter made it “acceptable” for Tarrio to attend events at Maralago, etc. it’s how he got his White House tour too. 19/",2
587,587,0,davidmweissman,2023-02-28 21:30:40+00:00,672,134,101,13,33430.0,"It takes a real cruel evil person to use a mother’s grief just to attack President Biden. This white trash idiot also reported that in 2021, it increased to 11.2k  pounds of fentanyl seized by the CBP while saying the border is unsecured. https://t.co/DlWeZk2bqy",0
589,589,2,mcdowellformo,2023-02-28 21:36:29+00:00,634,10,83,7,65087.0,"@ElijahSchaffer As a white person just saying what I did and calling out racism, I get attacked!! https://t.co/PElZBHmATf",2
590,590,3,DieHard45RG,2023-02-28 20:41:57+00:00,64,67,9,0,3136.0,"Liberal Definition of 

RACIAL EQUITY 
👇🏻
Openly and purposefully discriminate, and/or wish harm to murder or otherwise eliminate from the US economy, humanity, society, or this earth
👇🏻
EVERY WHITE PERSON

I AM SICK OF THIS 

Stand By fuckels 
Not putting up with this!",2
594,594,7,SarcasticCupcak,2023-02-28 22:06:14+00:00,66,19,4,0,10650.0,"The cognitive dissonance that white liberals have on their principles, including free speech, from when they think a white person is affected vs. when they think a non-white person is affected really shows you what total hypocrites they truly are.",0
597,597,10,sapo_sentado8,2023-02-28 21:56:51+00:00,2497,15,8,0,64951.0,"@mike27356894 why dont you create a chocolate bar themed around yourself? the person eats the mike shaped chocolate and in the middle of it it could have a white chocolate nucleus, written ""get milked"" (like get miked)",2
598,598,11,PurpleReignEra,2023-02-28 22:35:03+00:00,81,2,18,4,18170.0,Ngl… I wouldn’t say it’s racist to root for your own race but if a white person said this it would be more consequences.,0
599,599,12,PaulRudnickNY,2023-02-28 20:31:24+00:00,180,32,4,1,6216.0,"Elon Musk and Ron DeSantis agree the only problem facing the world today is discrimination against straight, rich, white men. Their slogans:
""Save The 1%""
""Keep Our Country Clubs Restricted""
""My Driver Says I'm A Wonderful Person""
 ""I Once Paid Some Taxes""
""DON'T TOUCH MY PLANE""",2
600,600,13,DannyWoodburn,2023-02-28 18:22:51+00:00,438,6,33,2,14579.0,"@El_Machine_Elf @ElijahSchaffer There'd be no reason to say it as white person.  There's no long history of exclusion for artist who are white.  Just as I would root for all the disabled artist in any given genre. Does it make me bigoted? No There's has been, and is a pattern of exclusion.",2
603,603,16,tirrrrb,2023-02-28 19:50:15+00:00,168,1,2,1,3147.0,"This is the weirdest flip of all time, is it bad to hope to see people like us win?

To be a white person man oh my",0
604,604,17,beingabookwyrm,2023-02-28 23:26:10+00:00,196,11,3,0,3086.0,"(2/2) —so one way to approach a true reimagining would start by making him/the pirates (but definitely him) the only white person

aka, the white patriarchal authority that a commune of kids of color unite to resist",2
606,606,19,SassySculptor,2023-02-28 23:31:03+00:00,65,7,0,0,1839.0,"@MattClarkReport The same ones that tell them to never air black on black crime … 
Or black on white crime …
Or mass shootings … done by blacks …
School shootings … done by blacks …

If a WHITE person didn’t do the crime … it didn’t happen …",0
607,607,20,AmericazOutlaw,2023-02-28 21:50:57+00:00,361,10,16,0,16976.0,@RealCandaceO I love when a Black person tells the truth. It apparently carries more weight for the Racist White Liberals.,0
608,608,21,darkskinjade,2023-02-28 20:28:11+00:00,111,0,1,0,715.0,@itstheQxeen @jaxajueny You sound like an anti blm white person,0
613,613,26,EdenicJesus,2023-02-28 23:50:27+00:00,738,35,68,20,94806.0,"another day, another person seething at White American believers

cringing at this reveals yourself to be oversocialized, neurotic, and incapable of genuinely buying into your Faith. type of person too scared to dance and let loose at a party and judges from afar instead.",2
615,615,28,WalkingTaako,2023-02-28 20:19:15+00:00,112,2,2,0,5221.0,@IwriteOK It's impressive to find a white person born in 1931 who isn't kinda racist.,0
635,635,48,EdmundOris,2023-02-28 20:30:21+00:00,65,15,4,1,4658.0,"Frank Underwood rose from a House of Rep Member to President of The United State in search of power.

Only to get to the White House and realize that:

The most powerful person in a country is the person controlling the president, not the president.

Seeing that in this election.",2
641,641,54,Zidane084,2023-02-28 22:27:23+00:00,60,8,2,0,1610.0,"5- Meanwhile, the White Helmets team began to reach the family trapped under the rubble. Maryam was rescued first, then Zuhair, then little Elaf, and her mother. The last person rescued was their father, Mustafa, who was buried for the second time under the rubble. https://t.co/IUVrPIJwr8",2
665,665,78,miserydemise,2023-02-28 22:35:05+00:00,73,2,2,2,3537.0,@ProfictionPuppy thoughts on cis ppl having murder and rape fantasies directed to trans ppl (oppressed group) the way males have murder and rape fantasies strictly directed to females (oppressed group)? what would you think abt a white person who can only get off by picturing dead black women?,2
669,669,82,sharnatweets,2023-02-28 22:03:03+00:00,77,14,2,0,2356.0,"If you're attending an #IWD event this year &amp; every person speaking looks like me - a straight, white, cis woman - ask yourself why that is. Ask yourself whose voices are being ignored &amp; why. Ask yourself what 'progress' really means if we're hearing the same voices over &amp; over",2
670,670,83,Patiot_Barry,2023-02-28 21:07:16+00:00,173,13,8,2,1423.0,@fjp6657 I’m also sick of hearing black people complaining of these videos being posted. Then do something about black culture. Stop listening to the MSM and Democrats telling you you’re being oppressed by whites. No white person in the US ever owned slaves and no black person was one.,0
679,679,0,davidmweissman,2023-02-28 21:30:40+00:00,672,134,101,13,33430.0,"It takes a real cruel evil person to use a mother’s grief just to attack President Biden. This white trash idiot also reported that in 2021, it increased to 11.2k  pounds of fentanyl seized by the CBP while saying the border is unsecured. https://t.co/DlWeZk2bqy",0
680,680,1,38Godfrey,2023-02-28 23:03:22+00:00,216,29,8,9,35688.0,"The part of ""Fancy"" where Reba sings ""I mighta been born plain white trash but Fancy was my name"" &gt;&gt;&gt; any part of ""Freebird""",0
681,681,2,TrevorReiste,2023-02-26 11:01:50+00:00,55,4,3,2,5577.0,84.5 on 81 White Trash from Cervi Championship Rodeo in the short round at San Antonio https://t.co/3uQzBafRxI,0
682,682,3,TheRedCavalier,2023-02-26 17:35:16+00:00,72,18,1,0,1610.0,Why not make him more white trash trailer park. https://t.co/wd428HnUhl,0
683,683,4,JtShaggy,2023-02-26 02:06:22+00:00,152,29,47,3,5616.0,Jill Biden is white trash,0
684,684,5,SStricklandMMA,2023-02-28 05:20:51+00:00,239,11,8,0,44364.0,"If you look like your smoking meth in your cousins trailer while fucking your sister I'm going to think ""I might have to shoot this white trash mother fucker"" lmao",0
692,692,13,statepublic1,2023-02-28 17:55:59+00:00,55,1,3,0,1984.0,"Whining about the white trash in Africa losing their apartheid, couldn’t be me",0
694,694,15,Lost21stCentury,2023-02-28 01:54:18+00:00,92,3,0,0,2584.0,@TizzyEnt I’m so glad Marjorie has made it acceptable to use the term “white trash” again. It’s coming in handy more and more…,0
697,697,18,Quisticles,2023-02-28 08:54:28+00:00,64,2,0,0,1677.0,"Cam’s white trash mum proving that no girl will ever be good enough for her bogan, emotionally unavailable son #MAFS #MAFSAU",0
698,698,19,tabibutts,2023-02-27 14:31:58+00:00,62,1,1,0,3807.0,controversial opinion but i lowkey want lana to go back to her lizzie grant days of bleach blonde white trash trailer park larping. at least for a music video or two https://t.co/EzCcEOe657,0
705,705,26,Mikes_Two_Cents,2023-02-28 03:49:56+00:00,121,2,10,1,3113.0,"@godsrebirth369 @JimHansonDC @EndWokeness So you’re stating that Black people are analogous to White trash in your view…and that Black people just need to pretend they’re not oppressed…that it’s just in their heads…and you know 3 Black people who are successful b/c they don’t think or act Black.

…no, no racism there",0
706,706,27,MousseNonny,2023-02-27 07:52:00+00:00,81,0,0,0,1548.0,"@dyingscribe It's that white trash vs valley girl effect.

The dirt elevates the pasty midness.",0
727,727,48,godsrebirth369,2023-02-28 00:31:14+00:00,1230,39,43,3,105212.0,"@JimHansonDC @EndWokeness Black people are not oppressed. Their thinking is what limits them and their culture. This can be said for white trash folks as well. Thought patterns are the underlying factor in determining how an individual or a group of individuals feel and approach life. 

Personally, I know…",0
729,729,50,DebbieSVA,2023-02-27 01:21:14+00:00,80,28,2,1,499.0,"@Jim_Jordan Trump was angry at Capitol mob only because they looked ‘cheap and poor’

White House source says US president initially enjoyed storming of building, but then became furious at how 'white trash' would tarnish his image,",0
733,733,54,QuetzalPhoenix,2023-02-28 18:54:39+00:00,337,22,15,2,20287.0,"This is completely true and honestly not a bad impulse

Rich whites and rich latinos absolutely despise the poor of their race and sell them out at every opportunity

Hearing wealthy wypipo talk about ""white trash"" is sickening

Same as wealthy mexicans talking about ""the help""",0
757,757,78,godsrebirth369,2023-02-28 07:26:33+00:00,84,4,9,0,2682.0,"@Mikes_Two_Cents @JimHansonDC @EndWokeness Mentality and approach to one’s life / situation determine the outcome of one’s life. 

White peoples that are impoverished and decline into states of becoming what is known as ‘white trash’ lack in mentality and focused thinking. 9 time out of 10 these people do not channel…",0
763,763,0,thaboyzmom3,2023-02-28 23:37:07+00:00,68,21,2,16,11786.0,U ever try move on and the nigga try beef with all the Niggas u trying to move on with 🤦‍♀️😑,0
764,764,1,luv4lessho3,2023-02-28 21:34:45+00:00,700,77,211,89,69732.0,i like a nigga with a big gap so i can slide my clit in,1
